iteration,total,bc,pde,supervised
1,1.5506036,1.5864975,0.0328637,0.86046594
100,0.08611201,0.27028686,0.003259542,0.01766162
200,0.033546664,0.051587645,0.0013502592,0.0051912214
300,0.020346107,0.050072894,0.00078627735,0.0038342825
400,0.013817019,0.049564905,0.0005407966,0.0024602895
500,0.009843468,0.04954591,0.00038213783,0.0018185732
600,0.0073238774,0.043577332,0.00028404177,0.0013590002
700,0.0052866675,0.036629647,0.00020350468,0.0010130693
800,0.0041300654,0.03178984,0.0001579883,0.00081231125
900,0.0032230285,0.028111555,0.00012088796,0.00068438123
1000,0.002680854,0.02476934,9.922786e-5,0.00059706887
1100,0.0020508645,0.023844365,6.925595e-5,0.00059648976
1200,0.0018588081,0.02162053,6.1899496e-5,0.00055891863
1300,0.0026677123,0.02149591,9.734499e-5,0.0006234674
1400,0.001644925,0.01825129,5.558378e-5,0.00047766563
1500,0.0018273762,0.017455984,6.548877e-5,0.00045211203
1600,0.0017164272,0.01768334,5.7634767e-5,0.0005060971
1700,0.001945636,0.016294252,7.235977e-5,0.00042608092
1800,0.001962975,0.016985362,6.932229e-5,0.0005072068
1900,0.0014618209,0.016394872,4.863923e-5,0.00044039704
2000,0.0017568666,0.015030595,6.4894535e-5,0.00039408132
2100,0.0013274043,0.015131774,4.27752e-5,0.0004291251
2200,0.0013421677,0.014745958,4.434996e-5,0.00041081858
2300,0.0012930047,0.014573368,4.2319243e-5,0.0004043007
2400,0.0013511898,0.0143867005,4.537081e-5,0.00039840274
2500,0.0019772856,0.013263375,7.83215e-5,0.00033253408
2600,0.0012704674,0.013402949,4.37752e-5,0.00035118818
2700,0.0014608031,0.013453556,5.1505744e-5,0.0003791825
2800,0.00116852,0.012528503,3.9635757e-5,0.000336169
2900,0.0012230476,0.0122371325,4.2825293e-5,0.00032371643
3000,0.0016766064,0.012303428,6.347652e-5,0.00034359947
3100,0.0016793462,0.01149524,6.663913e-5,0.00027992448
3200,0.0015314474,0.011265682,5.962222e-5,0.00027938082
3300,0.0016278333,0.010657839,6.52778e-5,0.0002569995
3400,0.0010344374,0.01036693,3.663076e-5,0.0002651915
3500,0.0011100222,0.010199361,4.002701e-5,0.00026945493
3600,0.0015957004,0.010973682,6.0396364e-5,0.00032737677
3700,0.0015318468,0.009696641,6.198597e-5,0.0002301415
3800,0.0011256642,0.009503605,4.1427793e-5,0.00025568056
3900,0.0013418713,0.009021208,5.1849718e-5,0.00025302728
4000,0.0012623738,0.008200581,5.075273e-5,0.00019656647
4100,0.0017318127,0.008015746,7.3721596e-5,0.0001836592
4200,0.0010684256,0.0074491845,4.13399e-5,0.00020028769
4300,0.0012881437,0.0075109154,5.134042e-5,0.0002099949
4400,0.00079862715,0.0066225883,3.0409741e-5,0.0001600226
4500,0.00079157396,0.00663381,2.9644598e-5,0.00016903736
4600,0.002325319,0.005302885,0.000105269384,0.00011466191
4700,0.0048740953,0.0067059314,0.00021712527,0.00031446465
4800,0.00066714565,0.0050209546,2.5871941e-5,0.00012383486
4900,0.00078573974,0.0043312423,3.2578195e-5,0.000101597645
5000,0.0016088077,0.0044362717,7.182492e-5,0.00010048431
5100,0.0005629553,0.0037649013,2.2105045e-5,9.8749304e-5
5200,0.0020276923,0.0032154918,9.323271e-5,6.980546e-5
5300,0.000606445,0.0028844893,2.5455593e-5,7.187756e-5
5400,0.0005185567,0.0026685928,2.121651e-5,7.3009985e-5
5500,0.002574881,0.0027098763,0.00011666241,0.00012497057
5600,0.0009771675,0.002318975,4.2419902e-5,8.634957e-5
5700,0.0004445979,0.0017283239,1.8858414e-5,4.8571215e-5
5800,0.00044204143,0.0016418335,1.8825924e-5,4.669703e-5
5900,0.0004455699,0.0013341773,1.9301477e-5,4.02389e-5
6000,0.0003992445,0.001254825,1.7234013e-5,3.733024e-5
6100,0.00046191618,0.0011477298,2.0458981e-5,3.2277567e-5
6200,0.00041891527,0.0011712234,1.8161101e-5,3.753216e-5
6300,0.00036865528,0.001034781,1.599798e-5,3.2697688e-5
6400,0.00063398894,0.0007509593,2.9124909e-5,2.2365819e-5
6500,0.0006305665,0.00086651917,2.8861985e-5,2.4464804e-5
6600,0.00031305966,0.00068789616,1.3861751e-5,2.1962875e-5
6700,0.00033137633,0.0006752975,1.4783606e-5,2.0920575e-5
6800,0.0005259687,0.000962478,2.307877e-5,4.13145e-5
6900,0.00062114774,0.0005031576,2.8800308e-5,1.6341299e-5
7000,0.00027033346,0.000575651,1.1960377e-5,1.9165547e-5
7100,0.00037169608,0.00045906645,1.6960368e-5,1.5528354e-5
7200,0.0010878252,0.00054452696,5.0274808e-5,3.2054097e-5
7300,0.00028175398,0.00044496212,1.269544e-5,1.5149738e-5
7400,0.00034507125,0.0004369491,1.5728046e-5,1.4782267e-5
7500,0.00028375015,0.00041029672,1.2821576e-5,1.4497065e-5
7600,0.00041208795,0.00065275293,1.8381985e-5,2.6066255e-5
7700,0.00020281538,0.0003706566,8.975326e-6,1.4333546e-5
7800,0.0003641053,0.00037444397,1.6491891e-5,1.7775603e-5
7900,0.00018186368,0.0003503572,8.019653e-6,1.3450955e-5
8000,0.00035656587,0.00033248233,1.6425663e-5,1.162691e-5
8100,0.00033757964,0.00039724124,1.5182717e-5,1.8742568e-5
8200,0.00051269727,0.0006557732,2.2973458e-5,3.025467e-5
8300,0.00026952947,0.00031080912,1.2311655e-5,1.0984708e-5
8400,0.00081890455,0.0004414811,3.7634978e-5,2.8570003e-5
8500,0.0002142564,0.00025148175,9.762682e-6,9.240095e-6
8600,0.00035658415,0.00033402262,1.6139571e-5,1.7653168e-5
8700,0.00028753676,0.00025399087,1.3259398e-5,9.089421e-6
8800,0.0002853905,0.0002804716,1.286797e-5,1.5163114e-5
8900,0.00017946269,0.00029307842,8.057947e-6,1.02458125e-5
9000,0.00091494154,0.0003162505,4.3093474e-5,9.97858e-6
9100,0.00056942896,0.00025635696,2.6711012e-5,8.497716e-6
9200,0.0006326546,0.00032904538,2.9641371e-5,1.0185824e-5
9300,0.00015138311,0.00025000554,6.7784554e-6,9.03555e-6
